Id,reference
313,17.091808
314,14.504295
315,15.333357
316,14.46708
317,13.680571
318,10.559855
319,14.942141
320,9.115017
321,14.238185
322,18.251655
323,16.621892
324,15.673169
325,12.85807
326,14.652767
327,13.948837
328,16.569913
329,14.555725
330,13.629889
331,15.896345
332,8.17531
333,18.109969
334,9.568163
335,9.085971
336,9.721805
337,10.685937
338,11.682507
339,12.608884
340,19.0414
341,10.802097
342,13.48983
343,12.433871
344,8.213168
345,12.682191
346,18.902034
347,10.252943
348,10.174691
349,13.053822
350,14.541454
351,13.487397
352,12.716247
353,14.268155
354,12.446465
355,20.661861
356,21.281278
357,14.385251
358,10.033489
359,10.113589
360,17.265488
361,19.550881
362,20.51256
363,22.935796
364,20.28743
365,9.957786
366,9.550201
367,13.721857
368,10.007773
369,13.47282
370,10.471057
371,23.45472
372,12.964792
373,23.549268
374,24.397891
375,10.740624
376,14.781444
377,13.158688
378,13.179331
379,8.882332
380,15.319373
381,13.805343
382,13.977075
383,12.924248
384,13.50198
385,18.458798
386,8.591014
387,23.322352
388,13.759054
389,21.565372
390,8.296697
391,8.389882
392,8.237657
393,8.518283
394,8.584245
395,8.460184
396,7.637648
397,6.710983
398,7.611946
399,7.360531
400,6.841317
401,5.135413
402,4.707318
403,7.857204
404,28.908474
405,8.653248
406,3.492034
407,15.855227
408,17.178484
409,5.585143
410,4.920707
411,19.252164
412,19.607023
413,26.507744
414,25.674803
415,19.416227
416,21.326106
417,19.356596
418,19.399074
419,19.739042
420,19.84474
421,21.852712
422,2.660968
423,3.048394
424,4.245694
425,3.604323
426,-7.696778
427,-8.84655
428,-6.096011
429,-5.405414
430,-3.812238
431,-2.108321
432,-0.555818
433,21.356691
434,18.944597
435,18.160173
436,23.354549
437,16.087848
438,19.333356
439,24.573133
440,18.511934
441,20.004392
442,23.385826
443,25.868238
444,17.024547
445,21.594042
446,16.554273
447,22.014159
448,26.772604
449,20.151921
450,23.705054
451,18.313899
452,17.445173
453,22.182914
454,27.244138
455,28.300778
456,26.467129
457,26.818982
458,22.252382
459,22.983565
460,23.734852
461,23.262668
462,20.598051
463,22.214336
464,24.67711
465,22.509991
466,17.40597
467,16.630359
468,19.160036
469,31.794005
470,19.296419
471,16.528134
472,30.646704
473,30.677388
474,31.504874
475,19.493397
476,31.043959
477,29.823787
478,31.051478
479,31.562448
480,29.592314
481,27.557023
482,28.121496
483,30.515391
484,34.362891
485,29.661666
486,29.435185
487,29.23335
488,36.470029
489,38.337159
490,29.140571
491,35.873823
492,21.041999
493,36.153038
494,35.478168
495,28.629841
496,29.190399
497,30.235166
498,32.785326
499,34.328201
500,34.516915
501,20.966936
502,33.978485
503,19.31366
504,18.677742
505,19.357496
506,18.643536
507,17.692463
508,16.758968
509,14.834862
510,13.180485
511,12.171708
512,31.660071
513,32.980535
514,30.511089
515,27.07897
516,23.933366
517,36.248665
518,7.826801
519,0.903199
520,9.783489
521,43.924376
522,24.862364
523,29.182367
524,31.861786
525,36.58844
526,26.417538
527,-8.899862
528,7.433791
529,50.940854
530,37.28953
531,30.726966
532,35.127921
533,-10.547027
534,-5.950498
535,24.513348
536,0.427184
537,8.181272
538,13.827176
539,38.182244
540,26.340647
541,41.856631
542,37.064595
543,4.669397
544,-2.342487
545,-0.689829
546,51.502227
547,23.750258
548,32.830022
549,6.75772
550,-1.836013
551,11.370426
552,3.034528
553,32.075459
554,8.553527
555,-0.576447
556,31.934528
557,32.775881
558,33.184401
559,32.743828
560,8.727086
561,39.939783
562,28.138226
563,24.850161
564,38.053096
565,26.252359
566,52.428064
567,37.12803
568,7.554128
569,37.69353
570,32.446318
571,26.719202
572,2.281419
573,40.751312
574,40.571523
575,36.126166
576,6.669046
577,5.24297
578,52.019742
579,5.320838
580,54.938851
581,36.144948
582,29.419439
583,47.724282
584,23.062582
585,47.301669
586,27.973037
587,18.498836
588,26.095888
589,16.428303
590,24.254788
591,17.426003
592,14.679408
593,18.467655
594,19.685995
595,14.637055
596,13.001659
597,18.078952
598,17.996709
599,12.787863
600,10.246786
601,17.149799
602,9.789629
603,19.176706
604,7.89536
605,7.725029
606,10.077914
607,18.902668
608,18.018623
609,6.613656
610,6.847931
611,9.210084
612,17.650236
613,8.485498
614,18.534947
615,18.347944
616,9.031942
617,6.955188
618,18.5027
619,20.288557
620,34.649839
621,31.817072
622,30.145401
623,30.08341
624,28.457471
625,29.024565
626,18.656168
627,29.732804
628,41.422402
629,12.894354
630,32.228537
631,35.0412
632,42.544138
633,19.479156
634,20.564149
635,20.568846
636,44.973036
637,11.049285
638,42.812168
639,27.24809
640,47.183439
641,42.441115
642,12.006088
643,39.041458
644,29.132385
645,29.719915
646,24.748957
647,17.46577
648,15.96774
649,39.770259
650,44.489789
651,22.233275
652,28.358957
653,29.301893
654,32.264511
655,36.814143
656,48.599529
657,46.38473
658,17.986129
659,39.898284
660,22.696433
661,53.045366
662,24.246724
663,26.917698
664,29.854292
665,18.088909
666,18.612233
667,51.480592
668,18.146996
669,47.596129
670,18.336242
671,27.756283
672,26.333506
673,21.049216
674,23.323058
675,19.607544
676,28.357921
677,18.909333
678,21.22538
679,18.747835
680,25.51531
681,18.124521
682,29.453853
683,50.688576
684,51.488384
685,46.847561
686,59.322711
687,58.342337
688,27.915506
689,29.133559
690,50.667701
691,16.050119
692,60.761051
693,61.601153
694,52.731664
695,15.561046
696,16.765967
697,51.736008
698,61.554259
699,60.195358
700,50.064208
701,62.844729
702,4.833876
703,55.85579
704,55.10745
705,59.357809
706,22.78301
707,54.551226
708,16.291814
709,56.139186
710,63.486887
711,54.918535
712,3.95806
713,56.419017
714,25.732701
715,17.769391
716,55.506306
717,16.387065
718,31.125656
719,57.288833
720,50.154822
721,49.683526
722,61.418256
723,25.256677
724,27.096602
725,50.087862
726,50.156697
727,13.219693
728,60.489925
729,30.75312
730,24.033481
731,47.193187
732,57.049512
733,55.199922
734,60.777333
735,60.730757
736,60.147357
737,62.091812
738,9.61423
739,52.640894
740,55.224665
741,20.484837
742,18.573988
743,55.926402
744,60.5617
745,56.666247
746,60.397205
747,60.261626
748,60.261759
749,59.981612
750,59.175773
751,58.845673
752,58.12277
753,19.378652
754,31.762095
755,22.241366
756,57.705214
757,27.791745
758,57.133769
759,23.880422
760,57.054769
761,20.441529
762,8.069959
763,45.883985
764,51.418399
765,26.073009
766,50.109025
767,30.34655
768,45.634714
769,54.05263
770,20.582599
771,48.88104
772,21.282082
773,18.039033
774,19.06766
775,55.943539
776,28.511189
777,34.256266
778,30.382015
779,10.314506
780,36.064097
781,7.424484
782,31.752092
783,7.163451
784,34.076261
785,7.13724
786,31.374424
787,7.541919
788,10.939696
789,11.005131
790,10.900507
791,10.608224
792,8.182085
793,7.998489
794,35.171042
795,19.70881
796,7.41977
797,35.397486
798,7.824011
799,3.191531
800,18.917049
801,35.084193
802,29.009558
803,29.830786
804,35.139086
805,30.492263
806,18.73693
807,29.622126
808,35.473144
809,1.716491
810,38.81248
811,16.709964
812,39.634642
813,13.03682
814,37.287709
815,36.544895
816,0.496703
817,18.894417
818,-1.245179
819,13.657983
820,18.075049
821,8.256055
822,10.95194
823,17.045276
824,-0.050955
825,6.707472
826,8.15889
827,19.35787
828,8.916794
829,7.831763
830,21.587161
831,-1.473086
832,20.781433
833,-0.142396
834,10.609004
835,1.44111
836,1.212584
837,-3.897758
838,-0.975472
839,-6.322866
840,-8.64525
841,-5.222639
842,-6.572037
843,-9.902322
844,-12.30021
845,26.974159
846,22.006367
847,22.045311
848,24.962956
849,28.85124
850,25.895906
851,27.620225
852,27.29131
853,26.230883
854,26.467568
855,27.322764
856,17.334021
857,26.747272
858,28.57415
859,23.285675
860,26.657596
861,21.483795
862,28.485708
863,18.834977
864,17.850313
865,25.783609
866,24.246253
867,26.749801
868,21.410233
869,27.501626
870,24.414009
871,25.136535
872,26.560761
873,28.594096
874,28.260077
875,28.713755
876,26.443392
877,27.859346
878,26.347924
879,27.982746
880,27.15562
881,24.430816
882,25.821648
883,29.050617
884,27.641943
885,28.28742
886,25.509137
887,23.573272
888,26.318444
889,27.624195
890,28.218924
891,24.714083
892,21.766494
893,28.455157
894,22.926814
895,23.457742
896,21.036667
897,19.214705
898,18.617434
899,26.3994
900,17.063277
901,21.62567
902,26.056902
903,26.298528
904,24.819042
905,21.325045
906,23.654522
907,21.009144
908,26.673935
909,36.330979
910,36.756989
911,39.326281
912,36.375109
913,30.550828
914,39.015276
915,51.566842
916,58.522919
917,57.440214
918,28.154836
919,29.31317
920,29.854807
921,28.453131
922,63.518214
923,66.60656
924,57.073264
925,52.408934
926,12.621976
927,13.994387
928,25.675139
929,35.732155
930,53.93922
931,43.313455
932,31.072509
933,34.04441
934,43.15147
935,43.446159
936,51.019616
937,52.960299
938,53.788568
939,54.570776
940,46.553706
941,43.823782
942,43.796614
943,64.944496
944,25.42967
945,25.793481
946,48.696188
947,49.441321
948,-8.014339
949,38.957008
950,40.655714
951,31.032265
952,26.613707
953,16.50848
954,28.165079
955,-5.813016
956,53.177698
957,67.697754
958,26.771312
959,25.474529
960,14.772481
961,68.796014
962,52.027178
963,47.696409
964,8.193161
965,60.958611
966,52.472707
967,43.493178
968,45.036809
969,68.313117
970,-1.042256
971,-4.73977
972,49.863361
973,52.827575
974,9.816144
975,69.725091
976,-4.822014
977,61.765572
978,65.639577
979,50.908771
980,68.751945
981,-2.951138
982,-2.877879
983,4.512755
984,63.883459
985,4.965004
986,0.244581
987,-1.609939
988,7.3695
989,7.399271
990,10.816655
991,4.894398
992,8.976269
993,11.315213
994,11.34385
995,5.687633
996,10.150284
997,13.413994
998,7.260856
999,5.131844
1000,27.253087
1001,30.256351
1002,31.01818
1003,25.595924
1004,17.856417
1005,26.040141
1006,25.916839
1007,22.569129
1008,18.757884
1009,19.371105
1010,12.601776
1011,15.461268
1012,16.647955
1013,18.019808
1014,26.796073
1015,10.636558
1016,10.638486
1017,11.724998
1018,12.037985
1019,30.135923
1020,30.57656
1021,29.712031
1022,15.608664
1023,29.247822
1024,11.507895
1025,17.428742
1026,14.14146
1027,15.303505
1028,14.417714
1029,11.457485
1030,17.5171
1031,16.129479
1032,26.525234
1033,11.312813
1034,25.402881
1035,18.767454
1036,25.929306
1037,25.078288
1038,21.62533
1039,29.187493
1040,11.27879
1041,26.419891
1042,28.177585
1043,10.724354
1044,15.417071
1045,24.831444
1046,19.185496
1047,27.04261
1048,23.215305
1049,14.567581
1050,18.569844
1051,19.020389
1052,14.392284
1053,21.10478
1054,16.246163
1055,9.623324
1056,23.410857
1057,21.299643
1058,16.356161
1059,10.179765
1060,17.157579
1061,14.119914
1062,16.254968
1063,16.973668
1064,13.109
1065,23.464148
1066,15.224852
1067,17.424438
1068,23.89697
1069,15.94202
1070,12.764355
1071,11.775564
1072,18.812916
1073,24.007599
1074,12.254089
1075,15.614403
1076,13.083659
1077,12.53344
1078,16.212777
1079,23.386533
1080,15.3179
1081,16.553274
1082,24.61048
1083,23.670473
1084,26.150988
1085,26.661426
1086,22.842267
1087,21.144583
1088,15.918868
1089,19.380361
1090,11.388896
1091,10.597791
1092,8.966716
1093,13.903833
1094,7.879189
1095,5.271033
1096,5.018994
1097,4.284609
1098,4.125566
1099,53.984194
1100,54.038232
1101,9.337478
1102,55.19967
1103,6.523672
1104,6.183834
1105,11.482631
1106,7.356851
1107,5.651897
1108,5.619231
1109,8.278474
1110,5.390262
1111,6.139979
1112,6.581068
1113,49.425829
1114,39.716165
1115,21.876059
1116,8.814341
1117,5.256725
1118,46.111985
1119,21.160459
1120,6.849201
1121,5.478844
1122,11.251422
1123,41.860023
1124,20.65025
1125,16.470109
1126,10.828526
1127,23.566084
1128,39.991047
1129,49.789714
1130,22.67014
1131,9.043002
1132,21.699127
1133,50.967936
1134,49.958948
1135,51.816144
1136,40.657111
1137,20.168272
1138,-0.251205
1139,54.629674
1140,8.74398
1141,42.376606
1142,0.579394
1143,41.357356
1144,20.022851
1145,17.642247
1146,40.329671
1147,10.418444
1148,0.564174
1149,13.48253
1150,17.480427
1151,16.978961
1152,28.10145
1153,52.214622
1154,15.29403
1155,0.797338
1156,9.040189
1157,48.535994
1158,51.8507
1159,19.253787
1160,16.73546
1161,42.62825
1162,40.109536
1163,22.772523
1164,13.253216
1165,18.449275
1166,18.655527
1167,1.777781
1168,47.105832
1169,21.278957
1170,22.755239
1171,56.009562
1172,56.482999
1173,25.109601
1174,41.800134
1175,10.219736
1176,43.753698
1177,11.995522
1178,20.177182
1179,11.720325
1180,14.48739
1181,46.287554
1182,48.206592
1183,1.557322
1184,12.115073
1185,21.560085
1186,46.047808
1187,44.292033
1188,25.770303
1189,21.455138
1190,55.123866
1191,2.879523
1192,23.010351
1193,56.189616
1194,46.827261
1195,55.56556
1196,54.536693
1197,49.521676
1198,3.253496
1199,8.476125
1200,54.412001
1201,44.457652
1202,6.850229
1203,51.429113
1204,52.294146
1205,23.862836
1206,54.367113
1207,25.815008
1208,19.836972
1209,49.351454
1210,47.410756
1211,21.388379
1212,8.007447
1213,20.343706
1214,9.855095
1215,10.994365
1216,7.929726
1217,45.69163
1218,54.084418
1219,54.825215
1220,52.000697
1221,50.479286
1222,44.945612
1223,53.031325
1224,45.341612
1225,49.918594
1226,43.890621
1227,49.485861
1228,50.711029
1229,45.065409
1230,39.38128
1231,39.948176
1232,50.63823
1233,39.459504
1234,38.924771
1235,40.180019
1236,52.196522
1237,37.530436
1238,40.440881
1239,43.052106
1240,45.848553
1241,41.374616
1242,20.296519
1243,22.307074
1244,18.446944
1245,15.45212
1246,20.646651
1247,21.824614
1248,19.946116
1249,20.873289
1250,19.577951
1251,19.908209
1252,18.705915
1253,19.52371
1254,21.765879
1255,14.704945
1256,12.701804
1257,21.647198
1258,19.144781
1259,17.203122
1260,16.116845
1261,12.851191
1262,14.687782
1263,13.235178
1264,11.553257
1265,12.017738
1266,17.054381
1267,39.625016
1268,39.841563
1269,7.421528
1270,21.279491
1271,9.227553
1272,9.631717
1273,11.806902
1274,21.329766
1275,9.495045
1276,21.194593
1277,21.540863
1278,9.714412
1279,19.110389
1280,9.230271
1281,20.468933
1282,10.029497
1283,20.476804
1284,7.620198
1285,6.441828
1286,4.870699
1287,16.406863
1288,7.045862
1289,6.453489
1290,10.59992
1291,15.561593
1292,11.397359
1293,17.14195
1294,21.664249
1295,14.237267
1296,28.678977
1297,21.682507
1298,36.394781
1299,30.647564
1300,25.568663
1301,47.227794
1302,44.992974
1303,44.576045
1304,43.490533
1305,12.575034
1306,48.114081
1307,18.327172
1308,18.472477
1309,49.843381
1310,46.194024
1311,49.923053
1312,43.429561
1313,24.569765
1314,20.899539
1315,16.089858
1316,45.346272
1317,19.065652
1318,46.95625
1319,40.700727
1320,16.631868
1321,43.634803
1322,39.12868
1323,40.990948
1324,38.698541
1325,28.697198
1326,20.291512
1327,41.241217
1328,40.970746
1329,17.048119
1330,25.759577
1331,40.147403
1332,21.900804
1333,42.585965
1334,44.315404
1335,41.793305
1336,20.522555
1337,40.330516
1338,39.038128
1339,10.553979
1340,24.036549
1341,13.270162
1342,22.903287
1343,45.205985
1344,19.810324
1345,24.376586
1346,42.782641
1347,41.999508
1348,42.55552
1349,41.015773
1350,47.450065
1351,44.310158
1352,44.495383
1353,24.053596
1354,42.92804
1355,22.280605
1356,27.101765
1357,43.912008
1358,27.092593
1359,26.850559
1360,44.372973
1361,25.114539
1362,38.718893
1363,43.578581
1364,9.277757
1365,25.357358
1366,44.970048
1367,45.676944
1368,24.728229
1369,39.883339
1370,29.088631
1371,46.578367
1372,40.92645
1373,43.75901
1374,30.113373
1375,26.942921
1376,27.81085
1377,21.066306
1378,23.961489
1379,26.983893
1380,42.448046
1381,29.648394
1382,44.317433
1383,27.554222
1384,2.740795
1385,38.61326
1386,28.798426
1387,38.75336
1388,2.998487
1389,42.64908
1390,38.369276
1391,20.592071
1392,18.675361
1393,45.085706
1394,43.66193
1395,45.537321
1396,45.80868
1397,29.00029
1398,14.062402
1399,26.795612
1400,14.191129
1401,21.072403
1402,18.75601
1403,16.20106
1404,15.144341
1405,12.039245
1406,11.395507
1407,16.163709
1408,25.594916
1409,17.432064
1410,2.778709
1411,10.81093
1412,16.813517
1413,17.255869
1414,19.077561
1415,16.024116
1416,22.601712
1417,13.6049
1418,15.652538
1419,4.027386
1420,38.968262
1421,35.015357
1422,48.645652
1423,-2.628259
1424,52.801478
1425,5.103241
1426,22.53433
1427,54.059887
1428,25.455609
1429,-10.350177
1430,25.14429
1431,55.75307
1432,33.212003
1433,40.418799
1434,-2.757252
1435,5.402903
1436,42.803046
1437,25.579875
1438,35.30399
1439,41.892615
1440,26.010061
1441,39.517356
1442,46.198973
1443,1.231325
1444,47.342208
1445,51.847304
1446,49.834791
1447,51.061367
1448,52.782584
1449,52.421222
1450,51.893952
1451,51.512179
1452,50.27402
1453,50.384435
1454,45.755555
1455,32.777838
1456,44.279829
1457,51.480913
1458,49.217596
1459,49.242217
1460,40.979203
1461,51.147205
1462,52.145789
1463,41.827943
1464,45.915289
1465,49.34858
1466,48.169995
1467,37.777685
1468,40.953625
1469,42.763374
1470,33.876267
1471,46.046053
1472,37.176807
1473,41.216743
1474,39.365763
1475,42.758419
1476,43.107804
1477,46.157885
1478,47.120585
1479,41.471839
1480,36.524525
1481,44.822373
1482,43.68052
1483,44.267742
1484,33.257444
1485,43.055376
1486,42.695963
1487,47.106418
1488,38.341037
1489,47.459272
1490,46.071351
1491,35.421551
1492,45.968217
1493,45.551414
1494,35.291013
1495,38.560876
1496,43.081284
1497,44.321847
1498,35.648019
1499,42.43489
1500,45.676244
1501,35.252268
1502,38.486623
1503,37.391922
1504,37.91768
1505,42.197274
1506,44.108757
1507,34.615251
1508,45.624536
1509,45.139756
1510,47.803347
1511,41.993927
1512,44.027115
1513,43.803085
1514,47.750923
1515,40.40191
1516,38.552467
1517,45.908432
1518,33.897361
1519,36.079599
1520,46.457463
1521,45.988031
1522,43.109483
1523,45.013156
1524,42.135662
1525,42.552365
1526,45.674384
1527,36.022642
1528,37.464493
1529,37.362693
1530,36.791612
1531,38.187827
1532,35.126936
1533,37.776192
1534,36.415745
1535,37.742279
1536,38.028266
1537,44.011817
1538,34.982438
1539,36.079243
1540,36.858367
1541,35.534054
1542,35.249102
1543,34.386635
1544,33.39483
1545,31.842948
1546,31.135998
1547,31.861865
1548,34.236298
1549,28.545831
1550,27.744042
1551,31.178445
1552,28.378874
1553,30.646062
1554,33.430819
1555,30.766834
1556,30.831842
1557,34.409143
1558,34.832341
1559,34.917143
1560,33.904208
1561,33.598644
1562,33.242004
1563,33.491815
1564,34.032897
1565,34.612614
1566,38.620759
1567,25.838682
1568,27.240508
1569,40.100251
1570,35.102367
1571,28.920315
1572,27.968053
1573,26.60149
1574,27.750518
1575,23.960132
1576,27.866807
1577,28.380454
1578,22.84444
1579,24.705008
1580,22.998682
1581,21.825712
1582,27.893136
1583,25.095357
1584,29.751356
1585,27.417352
1586,30.780481
1587,56.125961
1588,54.083899
1589,57.381858
1590,24.55977
1591,55.900202
1592,23.759432
1593,25.057184
1594,22.02232
1595,21.905716
1596,22.407626
1597,24.813371
1598,24.426879
1599,25.33018
1600,24.735286
1601,26.736108
1602,27.617115
1603,37.188696
1604,33.391641
1605,59.045543
1606,36.858449
1607,52.670603
1608,33.960605
1609,56.571316
1610,45.061446
1611,55.034577
1612,58.014303
1613,56.311798
1614,55.28448
1615,45.295212
1616,60.557619
1617,40.280143
1618,54.552039
1619,56.180534
1620,43.774734
1621,38.497302
1622,59.75756
1623,57.133696
1624,31.213093
1625,56.996191
1626,60.032168
1627,45.329225
1628,54.661813
1629,55.748437
1630,56.350353
1631,39.044802
1632,55.974695
1633,55.681171
1634,41.693045
1635,56.340085
1636,42.635685
1637,59.795976
1638,31.965349
1639,46.110736
1640,56.831385
1641,42.945125
1642,30.108723
1643,47.501581
1644,44.361947
1645,46.720895
1646,28.369181
1647,29.099144
1648,35.156774
1649,60.436583
1650,31.646922
1651,31.829825
1652,49.204115
1653,46.044523
1654,54.197759
1655,51.514036
1656,39.968857
1657,40.420994
1658,43.90183
1659,37.638908
1660,47.805067
1661,47.285132
1662,47.498279
1663,38.648917
1664,44.680932
1665,51.66847
1666,41.003795
1667,38.995446
1668,59.376334
1669,59.268134
1670,44.165896
1671,67.210319
1672,58.538427
1673,69.049124
1674,57.741871
1675,56.362735
1676,64.520215
1677,63.356545
1678,58.312378
1679,59.246734
1680,61.102092
1681,64.517415
1682,64.51019
1683,59.744446
1684,63.829984
1685,61.807056
1686,65.193407
1687,62.761297
1688,63.164517
1689,61.513733
1690,60.484462
1691,64.880869
1692,78.099443
1693,73.884647
1694,77.841244
1695,77.429617
1696,77.661418
1697,73.530703
1698,74.376856
1699,70.398068
1700,73.935878
1701,72.383585
1702,68.915404
1703,77.392146
1704,77.978191
1705,74.911038
1706,68.894367
1707,76.769784
1708,66.926168
1709,67.817251
1710,75.852674
1711,77.605622
1712,76.629145
1713,68.975015
1714,67.878879
1715,68.067593
1716,69.170837
1717,68.642801
1718,70.442735
1719,40.91903
1720,72.839472
1721,69.994499
1722,43.196156
1723,73.325176
1724,73.226968
1725,69.721315
1726,71.874232
1727,69.931408
1728,38.438323
1729,41.876807
1730,36.265777
1731,69.961296
1732,42.022201
1733,69.104184
1734,69.309632
1735,67.443275
1736,70.180694
1737,41.878194
1738,68.411942
1739,67.564809
1740,68.841611
1741,70.361784
1742,68.55341
1743,67.906481
1744,68.191523
1745,67.796214
1746,37.004891
1747,38.189648
1748,42.755417
1749,69.58618
1750,39.892687
1751,69.590416
1752,67.573074
1753,68.726748
1754,42.230021
1755,42.828154
1756,69.307642
1757,69.458282
1758,38.749178
1759,71.119426
1760,38.41614
1761,40.339619
1762,72.000028
1763,40.981642
1764,72.429155
1765,40.570972
1766,71.014695
1767,71.89232
1768,69.994838
1769,69.693485
1770,68.435802
1771,68.799396
1772,68.689458
1773,69.220632
1774,69.728423
1775,69.8379
1776,70.038922
1777,69.983024
1778,70.63903
1779,71.455986
1780,71.046586
1781,69.787868
1782,68.970346
1783,69.203308
1784,65.971001
1785,65.791168
1786,69.122111
1787,69.720889
1788,69.785596
1789,65.909003
1790,70.251178
1791,66.134244
1792,65.76808
1793,36.424503
1794,71.102599
1795,65.88666
1796,36.589021
1797,36.703049
1798,35.725534
1799,36.470904
1800,35.671052
1801,65.40462
1802,69.98207
1803,70.54629
1804,47.58947
1805,69.839417
1806,45.643169
1807,43.60395
1808,68.792835
1809,38.553189
1810,65.568041
1811,69.187397
1812,65.176908
1813,68.9316
1814,41.062414
1815,69.272407
1816,62.585916
1817,71.328385
1818,72.087171
1819,65.309516
1820,62.14562
1821,63.629213
1822,42.149423
1823,72.029178
1824,71.988837
1825,71.881079
1826,69.655202
1827,61.527909
1828,72.633531
1829,62.480927
1830,72.747489
1831,62.990179
1832,61.408501
1833,60.932058
1834,63.63845
1835,40.935914
1836,60.874897
1837,71.087345
1838,62.006542
1839,71.448492
1840,72.396651
1841,69.151799
1842,72.412473
1843,67.392625
1844,70.086991
1845,69.571251
1846,71.544846
1847,71.959423
1848,40.760228
1849,68.964571
1850,67.466755
1851,71.071443
1852,70.465563
1853,71.397473
1854,67.646056
1855,73.417716
1856,71.562042
1857,71.674934
1858,69.751427
1859,70.398907
1860,73.578942
1861,69.853592
1862,67.924251
1863,69.218448
1864,69.485476
1865,67.929997
1866,69.385579
1867,73.295772
